fips,"Total publicly funded clinics, 2015 [1]","no. of women with demand, 18 and under to 44",No. of clinics per women with demand,No. of clinics per 1000 women with demand
51115,2.0000,710.0000,0.0028,2.8169
51117,2.0000,2680.0000,0.0007,0.7463
51119,1.0000,790.0000,0.0013,1.2658
51121,2.0000,15920.0000,0.0001,0.1256
51125,2.0000,1330.0000,0.0015,1.5038
51127,1.0000,2180.0000,0.0005,0.4587
51700,5.0000,26390.0000,0.0002,0.1895
51710,5.0000,36610.0000,0.0001,0.1366
51131,3.0000,1020.0000,0.0029,2.9412
51133,1.0000,840.0000,0.0012,1.1905
51720,u,480.0000,#VALUE!,#VALUE!
51135,1.0000,1300.0000,0.0008,0.7692
51137,1.0000,3460.0000,0.0003,0.2890
51139,1.0000,2290.0000,0.0004,0.4367
51141,1.0000,1420.0000,0.0007,0.7042
51730,3.0000,4250.0000,0.0007,0.7059
51143,2.0000,5920.0000,0.0003,0.3378
51735,u,1230.0000,#VALUE!,#VALUE!
51740,2.0000,12790.0000,0.0002,0.1564
51145,1.0000,2710.0000,0.0004,0.3690
51147,2.0000,3290.0000,0.0006,0.6079
51149,2.0000,4190.0000,0.0005,0.4773
51153,3.0000,59840.0000,0.0001,0.0501
51155,1.0000,3320.0000,0.0003,0.3012
51750,1.0000,3800.0000,0.0003,0.2632
51157,1.0000,650.0000,0.0015,1.5385
51159,5.0000,660.0000,0.0076,7.5758
51760,18.0000,37750.0000,0.0005,0.4768
51161,1.0000,10170.0000,0.0001,0.0983
51770,4.0000,12770.0000,0.0003,0.3132
51163,u,1930.0000,#VALUE!,#VALUE!
51165,u,8900.0000,#VALUE!,#VALUE!
51167,2.0000,2560.0000,0.0008,0.7813
51775,1.0000,3280.0000,0.0003,0.3049
51169,2.0000,2090.0000,0.0010,0.9569
51171,1.0000,4140.0000,0.0002,0.2415
51173,2.0000,3000.0000,0.0007,0.6667
51175,2.0000,1630.0000,0.0012,1.2270
51177,1.0000,15970.0000,0.0001,0.0626
51179,1.0000,18020.0000,0.0001,0.0555
51790,1.0000,3160.0000,0.0003,0.3165
51800,4.0000,11060.0000,0.0004,0.3617
51181,2.0000,610.0000,0.0033,3.2787
51183,3.0000,910.0000,0.0033,3.2967
51185,2.0000,4110.0000,0.0005,0.4866
51810,3.0000,61500.0000,0.0000,0.0488
51187,1.0000,4470.0000,0.0002,0.2237
51191,2.0000,5450.0000,0.0004,0.3670
51820,1.0000,2580.0000,0.0004,0.3876
51193,1.0000,1610.0000,0.0006,0.6211
51830,u,3170.0000,#VALUE!,#VALUE!
51840,1.0000,3540.0000,0.0003,0.2825
51195,4.0000,4150.0000,0.0010,0.9639
51197,1.0000,2790.0000,0.0004,0.3584
51199,u,7940.0000,#VALUE!,#VALUE!
53001,2.0000,2230.0000,0.0009,0.8969
53003,u,2260.0000,#VALUE!,#VALUE!
53005,4.0000,23280.0000,0.0002,0.1718
53007,4.0000,8380.0000,0.0005,0.4773
53009,7.0000,6530.0000,0.0011,1.0720
53011,5.0000,57080.0000,0.0001,0.0876
53013,1.0000,330.0000,0.0030,3.0303
53015,4.0000,11550.0000,0.0003,0.3463
53017,2.0000,4570.0000,0.0004,0.4376
53019,4.0000,590.0000,0.0068,6.7797
53021,6.0000,11510.0000,0.0005,0.5213
53023,1.0000,170.0000,0.0059,5.8824
53025,6.0000,11070.0000,0.0005,0.5420
53027,5.0000,6970.0000,0.0007,0.7174
53029,u,8740.0000,#VALUE!,#VALUE!
53031,4.0000,2020.0000,0.0020,1.9802
53033,75.0000,302260.0000,0.0002,0.2481
53035,10.0000,30540.0000,0.0003,0.3274
53037,2.0000,6780.0000,0.0003,0.2950
53039,2.0000,1820.0000,0.0011,1.0989
53041,9.0000,7950.0000,0.0011,1.1321
53043,u,810.0000,#VALUE!,#VALUE!
53045,3.0000,5640.0000,0.0005,0.5319
53047,9.0000,3710.0000,0.0024,2.4259
53049,4.0000,1590.0000,0.0025,2.5157
53051,2.0000,1090.0000,0.0018,1.8349
53053,10.0000,112350.0000,0.0001,0.0890
53055,1.0000,1180.0000,0.0008,0.8475
53057,5.0000,13390.0000,0.0004,0.3734
53059,1.0000,1110.0000,0.0009,0.9009
53061,12.0000,99790.0000,0.0001,0.1203
53063,15.0000,63190.0000,0.0002,0.2374
53065,7.0000,3990.0000,0.0018,1.7544
53067,5.0000,34540.0000,0.0001,0.1448
53069,1.0000,290.0000,0.0034,3.4483
53071,3.0000,7230.0000,0.0004,0.4149
53073,8.0000,29410.0000,0.0003,0.2720
53075,1.0000,9420.0000,0.0001,0.1062
53077,17.0000,29540.0000,0.0006,0.5755
54001,3.0000,1890.0000,0.0016,1.5873
54003,2.0000,13820.0000,0.0001,0.1447
54005,3.0000,2370.0000,0.0013,1.2658
54007,4.0000,1310.0000,0.0031,3.0534
54009,3.0000,2360.0000,0.0013,1.2712
54011,12.0000,12500.0000,0.0010,0.9600
54013,2.0000,630.0000,0.0032,3.1746
54015,5.0000,880.0000,0.0057,5.6818
54017,3.0000,790.0000,0.0038,3.7975
54019,7.0000,4370.0000,0.0016,1.6018
54021,4.0000,770.0000,0.0052,5.1948
54023,3.0000,1010.0000,0.0030,2.9703
54025,4.0000,3230.0000,0.0012,1.2384
54027,1.0000,2280.0000,0.0004,0.4386
54029,3.0000,2900.0000,0.0010,1.0345
54031,3.0000,1240.0000,0.0024,2.4194
54033,4.0000,7500.0000,0.0005,0.5333
54035,3.0000,2730.0000,0.0011,1.0989
54037,3.0000,6440.0000,0.0005,0.4658
54039,13.0000,20690.0000,0.0006,0.6283
54041,4.0000,1540.0000,0.0026,2.5974
54043,6.0000,2170.0000,0.0028,2.7650
54045,5.0000,3460.0000,0.0014,1.4451
54047,5.0000,6750.0000,0.0007,0.7407
54049,1.0000,3190.0000,0.0003,0.3135
54051,2.0000,2960.0000,0.0007,0.6757
54053,5.0000,1720.0000,0.0029,2.9070
54055,5.0000,6730.0000,0.0007,0.7429
54057,2.0000,2890.0000,0.0007,0.6920
54059,4.0000,2390.0000,0.0017,1.6736
54061,4.0000,17050.0000,0.0002,0.2346
54063,5.0000,1140.0000,0.0044,4.3860
54065,3.0000,1590.0000,0.0019,1.8868
54067,5.0000,2340.0000,0.0021,2.1368
54069,1.0000,4730.0000,0.0002,0.2114
54071,3.0000,530.0000,0.0057,5.6604
54073,2.0000,660.0000,0.0030,3.0303
54075,6.0000,690.0000,0.0087,8.6957
54077,5.0000,3550.0000,0.0014,1.4085
54079,5.0000,6060.0000,0.0008,0.8251
54081,4.0000,8090.0000,0.0005,0.4944
54083,6.0000,2820.0000,0.0021,2.1277
54085,1.0000,870.0000,0.0011,1.1494
54087,1.0000,1240.0000,0.0008,0.8065
54089,1.0000,1340.0000,0.0007,0.7463
54091,2.0000,1710.0000,0.0012,1.1696
54093,3.0000,590.0000,0.0051,5.0847
54095,1.0000,800.0000,0.0013,1.2500
54097,4.0000,2620.0000,0.0015,1.5267
54099,3.0000,4410.0000,0.0007,0.6803
54101,4.0000,730.0000,0.0055,5.4795
54103,1.0000,1410.0000,0.0007,0.7092
54105,1.0000,570.0000,0.0018,1.7544
54107,4.0000,9280.0000,0.0004,0.4310
54109,3.0000,2050.0000,0.0015,1.4634
55001,2.0000,1290.0000,0.0016,1.5504
55003,2.0000,1460.0000,0.0014,1.3699
55005,2.0000,4030.0000,0.0005,0.4963
55007,2.0000,1060.0000,0.0019,1.8868
55009,3.0000,31430.0000,0.0001,0.0955
55011,u,1130.0000,#VALUE!,#VALUE!
55013,2.0000,1120.0000,0.0018,1.7857
55015,4.0000,5310.0000,0.0008,0.7533
55017,7.0000,6410.0000,0.0011,1.0920
55019,3.0000,3110.0000,0.0010,0.9646
55021,1.0000,5840.0000,0.0002,0.1712
55023,1.0000,1320.0000,0.0008,0.7576
55025,5.0000,76650.0000,0.0001,0.0652
55027,u,8520.0000,#VALUE!,#VALUE!
55029,u,2010.0000,#VALUE!,#VALUE!
55031,1.0000,4820.0000,0.0002,0.2075
55033,2.0000,6090.0000,0.0003,0.3284
55035,2.0000,15140.0000,0.0001,0.1321
55037,u,330.0000,#VALUE!,#VALUE!
55039,u,11350.0000,#VALUE!,#VALUE!
55041,3.0000,820.0000,0.0037,3.6585
55043,1.0000,6040.0000,0.0002,0.1656
55045,u,3770.0000,#VALUE!,#VALUE!
55047,1.0000,1570.0000,0.0006,0.6369
55049,1.0000,2330.0000,0.0004,0.4292
55051,1.0000,390.0000,0.0026,2.5641
55053,2.0000,1700.0000,0.0012,1.1765
55055,u,9580.0000,#VALUE!,#VALUE!
55057,1.0000,2170.0000,0.0005,0.4608
55059,4.0000,20450.0000,0.0002,0.1956
55061,u,1950.0000,#VALUE!,#VALUE!
55063,1.0000,16630.0000,0.0001,0.0601
55065,1.0000,1520.0000,0.0007,0.6579
55067,2.0000,1560.0000,0.0013,1.2821
55069,1.0000,2570.0000,0.0004,0.3891
55071,1.0000,7850.0000,0.0001,0.1274
55073,5.0000,14410.0000,0.0003,0.3470
55075,1.0000,3540.0000,0.0003,0.2825
55077,u,1160.0000,#VALUE!,#VALUE!
55078,1.0000,480.0000,0.0021,2.0833
55079,19.0000,132690.0000,0.0001,0.1432
55081,3.0000,4350.0000,0.0007,0.6897
55083,2.0000,3400.0000,0.0006,0.5882
55085,2.0000,2860.0000,0.0007,0.6993
55087,1.0000,21830.0000,0.0000,0.0458
55089,u,9140.0000,#VALUE!,#VALUE!
55091,1.0000,610.0000,0.0016,1.6393
55093,2.0000,5610.0000,0.0004,0.3565
55095,1.0000,3800.0000,0.0003,0.2632
55097,1.0000,9370.0000,0.0001,0.1067
55099,3.0000,980.0000,0.0031,3.0612
55101,1.0000,21690.0000,0.0000,0.0461
55103,1.0000,1490.0000,0.0007,0.6711
55105,4.0000,18680.0000,0.0002,0.2141
55107,2.0000,1090.0000,0.0018,1.8349
55109,1.0000,6780.0000,0.0001,0.1475
55111,3.0000,1240.0000,0.0024,2.4194
55113,1.0000,3920.0000,0.0003,0.2551
55115,2.0000,12190.0000,0.0002,0.1641
55117,1.0000,9690.0000,0.0001,0.1032
55119,1.0000,1740.0000,0.0006,0.5747
55121,1.0000,2740.0000,0.0004,0.3650
55123,1.0000,2610.0000,0.0004,0.3831
55125,3.0000,1420.0000,0.0021,2.1127
55127,1.0000,12230.0000,0.0001,0.0818
55129,2.0000,1200.0000,0.0017,1.6667
55131,1.0000,13750.0000,0.0001,0.0727
55133,1.0000,42080.0000,0.0000,0.0238
55135,1.0000,4640.0000,0.0002,0.2155
55137,1.0000,1770.0000,0.0006,0.5650
55139,1.0000,21080.0000,0.0000,0.0474
55141,1.0000,7370.0000,0.0001,0.1357
56001,1.0000,6890.0000,0.0001,0.1451
56003,2.0000,1130.0000,0.0018,1.7699
56005,1.0000,6280.0000,0.0002,0.1592
56007,1.0000,1530.0000,0.0007,0.6536
56009,u,1520.0000,#VALUE!,#VALUE!
56011,1.0000,640.0000,0.0016,1.5625
56013,6.0000,4400.0000,0.0014,1.3636
56015,1.0000,1240.0000,0.0008,0.8065
56017,1.0000,390.0000,0.0026,2.5641
56019,1.0000,750.0000,0.0013,1.3333
56021,3.0000,11790.0000,0.0003,0.2545
56023,u,1850.0000,#VALUE!,#VALUE!
56025,5.0000,10160.0000,0.0005,0.4921
56027,1.0000,330.0000,0.0030,3.0303
56029,1.0000,2920.0000,0.0003,0.3425
56031,1.0000,720.0000,0.0014,1.3889
56033,1.0000,3310.0000,0.0003,0.3021
56035,2.0000,970.0000,0.0021,2.0619
56037,2.0000,5620.0000,0.0004,0.3559
56039,u,3060.0000,#VALUE!,#VALUE!
56041,1.0000,2440.0000,0.0004,0.4098
56043,1.0000,750.0000,0.0013,1.3333
56045,1.0000,650.0000,0.0015,1.5385
